,median_mz(Da),N_spectra,min_mz,max_mz,IQR_mz(ppm),mean_Int,min_Int,max_Int,median_Int,Int_Q1,Int_Q3
0,57.06982450049023,4.0,57.06980324257041,57.069850987941116,0.3631573793787044,9.390150044310689,8.64103390677606,10.333943766687332,9.146803063258169,8.790112142395959,9.746840965172899
1,58.073014780508984,4.0,58.07290104237492,58.07319338517126,2.9269963589276093,2.445137357865484,2.2789797798100597,2.568018846011676,2.4992324702520223,2.3990556749561556,2.545314153161351
2,160.12021933392347,3.0,160.11975430694062,160.12076349029263,3.5014779527873565,0.912551932352635,0.266435004777315,1.4520381633453687,1.045840303080868,0.6660875119432874,1.2923047234902156
3,176.97153893724533,4.0,176.97124270250208,176.97239512568282,2.717276132589606,0.9073325366916865,0.7561521295308846,1.1236961221936395,0.8258535637652473,0.7675524048040726,0.9656336956528614
4,178.13024829500742,4.0,178.1300379080054,178.1304985590813,1.1193388108269748,1.0357277349602187,0.7076042236379636,1.3508650828355302,1.0519604392688986,0.8694529224435054,1.218235251785612
5,179.10673529869985,4.0,179.10601013524138,179.1070841709859,3.8966083584036784,1.5312953599116732,1.4275743909133403,1.6227904357064984,1.5465777264160576,1.4798871256974322,1.5979859606302986
6,180.1097033578407,4.0,180.1096198222294,180.10977461990078,0.33144474070374474,2.8980945203028767,2.4800135504467034,3.427901548040875,2.7584369479505964,2.4855279002993664,3.1710035679541067
7,184.1191904882674,4.0,184.11835228858243,184.11946254630837,1.859984194837287,1.2575223509490887,1.0046695353508768,1.429851372283164,1.3581770937792597,1.218865037925449,1.396834406802899
8,220.1406989468438,4.0,220.1404455042695,220.14148643730465,2.465087947459253,1.123364496445544,0.9900232008423929,1.3535564143439325,1.0023012185764975,0.9928543033172443,1.132811411704797
9,235.16932055570211,4.0,235.1692129982253,235.16952977193785,0.6130804078667801,13.851408916924477,13.382686562311916,14.182412960446102,14.02355680578814,13.73964112391943,14.135324598793186
10,236.1726593532107,4.0,236.1725621463072,236.17271808765724,0.3190020991511281,100.0,98.50229909918215,101.61467367317417,99.85378403455455,99.18719868381044,100.6665853507441
11,237.17533771805734,4.0,237.17510545901723,237.17562278755892,1.2831064869571578,12.584897117181223,11.879279196789774,13.350938876228547,12.509367318861383,12.124219662237023,12.970044773805585
12,262.15157031072283,3.0,262.15153242073427,262.1532945711084,3.734375609123284,0.7059126629224851,0.26725484511376846,0.9777992542323927,0.9143766960459966,0.6681371127844212,0.9521522461840606
13,278.18280246167285,4.0,278.1827437932543,278.18285446025544,0.21620786424397956,78.09556404631218,76.31705978845936,79.80540013544402,78.18139925721339,77.27676755083057,79.00019575269499
14,279.1233141647523,4.0,279.12109107017886,279.1245647131676,8.965497234599177,6.825413943970071,3.723094580260718,8.857461738988677,8.163253404833501,6.563340542529081,8.42532680627449
15,279.1868881665511,4.0,279.1862816920436,279.1875081571888,4.063130104886561,13.060336573464744,12.763635457549674,13.515394739340964,12.862390261013301,12.820057958874003,13.102668875604039
