,median_mz(Da),N_spectra,min_mz,max_mz,IQR_mz(ppm),mean_Int,min_Int,max_Int,median_Int,Int_Q1,Int_Q3
0,81.06989891094594,4.0,81.06967968082265,81.07003925911751,3.564322622400118,0.23807530574730149,0.0,0.21423561859598123,0.0,0.0,0.0
1,83.04907227117721,3.0,83.04894343987233,83.04908270671262,0.9316234933194051,0.2163225924332273,0.0,0.0,0.0,0.0,0.0
2,92.04946325829718,30.0,92.04909189439758,92.04980148508123,2.113098985268706,3.674357577988504,0.0,5.611533185903423,4.101611817423902,3.4224593012458886,5.038047134256814
3,93.05737534716876,16.0,93.05703770001196,93.05780667131278,6.140505267179141,1.602087497136343,0.0,4.649783225172885,0.0,0.0,3.278246487805217
4,95.085705460676,3.0,95.08526367132242,95.08579681374118,3.114981702001851,0.14517785328177638,0.0,0.0,0.0,0.0,0.0
5,100.0392388764119,4.0,100.0390146734339,100.03947446142351,1.8270783541660798,0.38241172827981396,0.0,0.1823710573366894,0.0,0.0,0.0
6,109.06472367832916,5.0,109.06437881339527,109.06574360611313,7.8606606989728585,0.3365007590898479,0.0,0.7332182510305939,0.0,0.0,0.0
7,111.04411063069044,25.0,111.04380011503739,111.04456908337907,2.7960503144576023,3.716985680773964,0.0,7.849613510074764,3.6376169954447723,0.0,6.023881641316065
8,123.0804127787779,10.0,123.07981742298026,123.08087107300908,3.09860075399574,1.1387444818986727,0.0,4.689957016489744,0.0,0.0,0.4405500494141548
9,128.98650985529582,4.0,128.98567133470638,128.98693364923028,5.598961427508623,0.25183696345518297,0.0,0.3267062698228985,0.0,0.0,0.0
10,136.93127679538142,30.0,136.93081480017202,136.93166689533217,3.254998490732389,7.838070647018431,0.0,13.537437093571386,8.509470830234779,3.8220737536055185,11.371786775963649
11,141.05449129056063,6.0,141.0535848800436,141.05550447700557,4.529723904357782,0.43019440920446383,0.0,1.2024335713872176,0.0,0.0,0.0
12,142.122754860368,4.0,142.12258281521045,142.12295792297013,1.2342769554320783,1.254081798670618,0.0,0.2479096636758314,0.0,0.0,0.0
13,143.0020737094472,15.0,143.0013204971461,143.0027965991629,2.196229666694717,1.683956135443346,0.0,4.992911298886653,0.0,0.0,3.566761002244648
14,144.0013176726372,7.0,144.00074288486536,144.00146040764008,2.372361813324334,0.568826191759115,0.0,2.774282847836044,0.0,0.0,0.0
15,144.99768364551653,4.0,144.99741468596721,144.9980695525709,3.017686665372904,0.27778731943000007,0.0,0.4599042068662696,0.0,0.0,0.0
16,151.07599662916863,3.0,151.07517547949112,151.0766819041769,5.539613319589041,0.31429816020342677,0.0,0.0,0.0,0.0,0.0
17,154.94195443189162,32.0,154.941504990591,154.9424406049147,1.8934236501029236,7.603671857693902,0.0,12.681822694173668,7.727078430564609,5.7049263484898605,10.256099401494565
18,154.98201720111166,30.0,154.9815186196945,154.98287340866653,2.4638271337523285,5.634912920169171,0.0,10.467352407692607,6.322977548477864,3.3451144730663773,8.220644155359992
19,168.10201649801746,4.0,168.1007085659782,168.1023935053823,4.220819245217463,0.4299548351530935,0.0,0.20183940804313186,0.0,0.0,0.0
20,168.1384247354227,4.0,168.1379873216794,168.13885542257418,2.3818094304667476,0.6299916091191845,0.0,1.2004815356678569,0.0,0.0,0.0
21,168.99778767079354,3.0,168.99732586747407,168.99896415873917,5.3856433653011715,0.13484589044361744,0.0,0.0,0.0,0.0,0.0
22,169.04770890920733,16.0,169.04709860883213,169.04852229968014,6.788536359629793,2.5126610158218114,0.0,6.3133262588214185,0.0,0.0,4.52302712871603
23,169.0860791897888,26.0,169.08526902536067,169.08673604173538,3.02378842718161,3.4921800423991507,0.0,6.596819520449693,4.028230525746781,0.0,5.278671050260757
24,170.04753275694128,3.0,170.04739089329016,170.04771835895488,1.0698500963511033,0.21737246523023768,0.0,0.0,0.0,0.0,0.0
25,170.0633115653365,4.0,170.06124566088755,170.0652985633667,15.498514821794254,0.6070027563039458,0.0,1.260986504688905,0.0,0.0,0.0
26,170.0794038756251,4.0,170.07799541007947,170.08084150117088,14.458395048354644,0.4025020305897237,0.0,0.49744113153030395,0.0,0.0,0.0
27,170.0962937770526,38.0,170.09621281270316,170.0964116399802,0.430850174977574,100.0,98.53565480366596,101.15759228099067,100.1712954961911,99.64416504558567,100.74097761165176
28,170.1148828487537,8.0,170.1142299956386,170.11497503440734,0.9714477338709051,1.0522559667379572,0.0,5.04740172025226,0.0,0.0,0.0
29,170.1542305858615,8.0,170.15369488035077,170.15617707259523,5.672194225978532,1.3932466840465176,0.0,6.464024798334612,0.0,0.0,0.0
30,172.95226619162156,21.0,172.95178319894984,172.95304478868707,5.033135558234153,2.655814681274126,0.0,5.719161140413101,3.2417098660009978,0.0,4.477664233553919
31,172.99217837928765,5.0,172.99183780626774,172.9932513468392,0.3931320644349814,0.5493788590148196,0.0,3.587879368070242,0.0,0.0,0.0
