,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,2948.0,49.0,0.9620863696786999,176042.0,17.0
1,3032.0,16.0,0.9725764855738782,176043.0,17.0
2,3003.0,15.0,0.9531216933621038,176044.0,17.0
3,2949.0,49.0,1.0,176045.0,17.0
4,2998.0,50.0,0.9509356171303099,176046.0,17.0
5,2978.0,47.0,1.0,176047.0,17.0
6,2950.0,49.0,0.9615551408441808,176048.0,17.0
7,3035.0,28.0,1.0,176049.0,17.0
8,2933.0,42.0,0.9661234765679488,176050.0,17.0
9,2999.0,50.0,1.0,176051.0,17.0
10,3019.0,25.0,1.0,176052.0,17.0
11,3036.0,28.0,1.0,176053.0,17.0
12,2946.0,26.0,0.9513851978308555,176054.0,17.0
13,2990.0,29.0,1.0,176055.0,17.0
14,3020.0,30.0,0.9571653129810367,176056.0,17.0
15,2996.0,24.0,1.0,176057.0,17.0
16,2997.0,24.0,1.0,176058.0,17.0
17,3057.0,17.0,0.9645307462278546,176020.0,17.0
18,3058.0,17.0,0.9573863858580288,176021.0,17.0
19,3029.0,16.0,0.9587585861728904,176022.0,17.0
20,3000.0,15.0,0.9604912813159578,176023.0,17.0
21,2930.0,42.0,1.0,176024.0,17.0
22,3001.0,15.0,0.9753074017846738,176025.0,17.0
23,3030.0,16.0,0.9689379908555519,176026.0,17.0
24,3032.0,9.0,0.9752805212662669,176027.0,17.0
25,3033.0,9.0,1.0,176028.0,17.0
26,3059.0,17.0,0.9575278941390393,176029.0,17.0
27,3031.0,48.0,0.9513993255537427,176030.0,17.0
28,3031.0,16.0,0.963973631072679,176031.0,17.0
29,3060.0,17.0,0.9640011515640535,176032.0,17.0
30,3032.0,48.0,0.959813190068894,176033.0,17.0
31,3033.0,48.0,0.9677975589083141,176034.0,17.0
32,3034.0,48.0,0.9533707572894543,176035.0,17.0
33,2931.0,42.0,0.9531168513227426,176036.0,17.0
34,2891.0,43.0,0.9524950601832243,176037.0,17.0
35,2932.0,42.0,0.9642305408135174,176038.0,17.0
36,3002.0,15.0,0.9701615724350754,176039.0,17.0
37,2991.0,27.0,0.9533262730970088,176040.0,17.0
38,2997.0,50.0,0.9516755565357506,176041.0,17.0
