,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,3748.0,49.0,0.9599771442537752,219755.0,31.0
1,3620.0,45.0,0.9529671746221722,219756.0,31.0
2,3769.0,26.0,0.9709214410063426,219757.0,31.0
3,3685.0,44.0,1.0,219758.0,31.0
4,3914.0,9.0,0.970255364975794,219759.0,31.0
5,3528.0,4.0,0.9616239777775301,219760.0,31.0
6,3654.0,39.0,1.0,219761.0,31.0
7,3592.0,41.0,0.9555569533925711,219762.0,31.0
8,3391.0,1.0,0.9716551718235384,219763.0,31.0
9,3867.0,31.0,0.9746460266658572,219764.0,31.0
10,3643.0,23.0,0.9579223273822643,219765.0,31.0
11,3729.0,50.0,0.9698124507116245,219766.0,31.0
12,3343.0,0.0,0.968815944703463,219767.0,31.0
13,3830.0,25.0,0.9619505301459781,219768.0,31.0
14,3606.0,22.0,1.0,219769.0,31.0
15,3713.0,13.0,0.9549729132146522,219770.0,31.0
16,3421.0,56.0,1.0,219771.0,31.0
17,3761.0,6.0,0.9650656445373788,219772.0,31.0
