,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,2594.0,38.0,0.9826358734636659,160301.0,14.0
1,2679.0,47.0,0.9737700952954,160302.0,14.0
2,2802.0,58.0,0.9597549804775282,160303.0,14.0
3,2723.0,50.0,0.9572232481726393,160304.0,14.0
4,2695.0,36.0,0.9848260836047066,160196.0,14.0
5,2605.0,15.0,0.9676239169319372,160197.0,14.0
6,1770.0,59.0,0.9727762207510036,160198.0,14.0
7,2611.0,8.0,0.9798673393996545,160199.0,14.0
8,2679.0,51.0,0.9529564388432233,160200.0,14.0
9,1771.0,59.0,0.9958009793606186,160201.0,14.0
10,2837.0,4.0,0.971827119125807,160202.0,14.0
11,2743.0,48.0,0.962064373799288,160203.0,14.0
12,2760.0,21.0,0.9955541492956873,160204.0,14.0
13,2742.0,9.0,0.9829078091004232,160205.0,14.0
14,2730.0,1.0,0.9513117440564363,160206.0,14.0
15,2669.0,46.0,0.9798800064376574,160207.0,14.0
16,2848.0,57.0,0.9634513915795779,160208.0,14.0
17,2731.0,1.0,0.9808504752477651,160209.0,14.0
18,2596.0,14.0,0.9613265890269352,160210.0,14.0
19,2645.0,41.0,0.9786177417087077,160211.0,14.0
20,2670.0,46.0,0.9607421245366294,160212.0,14.0
21,2676.0,24.0,0.9659704842584441,160213.0,14.0
22,2567.0,44.0,0.9751516922539614,160214.0,14.0
23,2838.0,4.0,0.97518544814118,160215.0,14.0
24,2727.0,2.0,0.9679158338659475,160216.0,14.0
25,2884.0,5.0,0.9839705405362055,160217.0,14.0
26,2725.0,52.0,0.9956425678929985,160218.0,14.0
27,2532.0,55.0,0.9674738498085249,160219.0,14.0
28,2739.0,28.0,0.9743792758125491,160220.0,14.0
29,2696.0,0.0,0.9846733755426252,160221.0,14.0
30,2849.0,57.0,0.9849473067896833,160222.0,14.0
31,2701.0,25.0,0.9577938399403517,160223.0,14.0
32,2672.0,11.0,0.983323378413297,160224.0,14.0
33,2664.0,37.0,0.964633434732329,160225.0,14.0
34,2646.0,41.0,0.9795105221733351,160226.0,14.0
35,2449.0,33.0,0.9876729899644061,160227.0,14.0
36,2491.0,56.0,0.9603165981240961,160228.0,14.0
37,2680.0,18.0,0.9831125845572555,160229.0,14.0
38,2677.0,40.0,0.9932671443204499,160230.0,14.0
39,2740.0,28.0,0.95793949513691,160231.0,14.0
40,2694.0,22.0,0.97609751138818,160232.0,14.0
41,2677.0,24.0,0.9604288626104562,160233.0,14.0
42,2610.0,7.0,0.9805015303376483,160234.0,14.0
43,2665.0,37.0,0.9879936559398383,160235.0,14.0
44,2745.0,31.0,0.9636682037352753,160236.0,14.0
45,2712.0,12.0,0.9584599524757939,160237.0,14.0
46,2696.0,36.0,0.9733117321109503,160238.0,14.0
47,2659.0,26.0,0.9618441948164466,160239.0,14.0
48,2714.0,39.0,0.9862632226056206,160240.0,14.0
49,2885.0,5.0,0.9522824114503664,160241.0,14.0
50,2735.0,13.0,0.9699428767939906,160242.0,14.0
51,2761.0,21.0,0.9617865674471233,160243.0,14.0
52,2611.0,7.0,0.95079539687298,160244.0,14.0
53,2627.0,32.0,0.9612582654961884,160245.0,14.0
54,2681.0,18.0,0.9550052864107466,160246.0,14.0
55,2600.0,34.0,0.9717401703938755,160247.0,14.0
56,2713.0,12.0,0.9829013343265807,160248.0,14.0
57,2492.0,56.0,0.9530797435583729,160249.0,14.0
58,2749.0,30.0,0.984594199651496,160250.0,14.0
59,2597.0,14.0,0.9770666757973872,160251.0,14.0
60,2711.0,19.0,0.9541423952858886,160252.0,14.0
61,2697.0,0.0,0.955997257216507,160253.0,14.0
62,2612.0,8.0,0.9562316244836652,160254.0,14.0
63,2680.0,51.0,0.9910778988679164,160255.0,14.0
64,2687.0,49.0,0.9825485792388702,160256.0,14.0
65,2766.0,23.0,0.9833507442324464,160257.0,14.0
66,2654.0,45.0,0.9694325913896934,160258.0,14.0
67,2728.0,2.0,0.9819866645360246,160259.0,14.0
68,2744.0,48.0,0.966909182347448,160260.0,14.0
69,2746.0,31.0,0.9751967718946872,160261.0,14.0
70,2568.0,43.0,0.9928775085820073,160262.0,14.0
71,2770.0,53.0,0.9904520891180578,160263.0,14.0
72,2852.0,3.0,0.984956874146817,160264.0,14.0
73,2738.0,54.0,0.9871088548837679,160265.0,14.0
74,2702.0,25.0,0.9801220234808479,160266.0,14.0
75,2628.0,32.0,0.9777178589490886,160267.0,14.0
76,2585.0,35.0,0.9707306739751455,160268.0,14.0
77,2715.0,39.0,0.9879430294080149,160269.0,14.0
78,2695.0,22.0,0.9865037295170355,160270.0,14.0
79,2739.0,54.0,0.973740422206553,160271.0,14.0
80,2647.0,41.0,0.9816648953688988,160272.0,14.0
81,2678.0,47.0,0.9684827513519286,160273.0,14.0
82,2696.0,22.0,0.9774987810611224,160274.0,14.0
83,2767.0,23.0,0.976399540589236,160275.0,14.0
84,2726.0,52.0,0.9725464891343327,160276.0,14.0
85,2568.0,44.0,0.9602280144188045,160277.0,14.0
86,2690.0,29.0,0.9741240056186817,160278.0,14.0
87,2716.0,39.0,0.9935032271453832,160279.0,14.0
88,2660.0,26.0,0.962163785570491,160280.0,14.0
89,2750.0,30.0,0.9586724100749037,160281.0,14.0
90,2733.0,27.0,0.9624205279906507,160282.0,14.0
91,2663.0,10.0,0.9965753173200105,160283.0,14.0
92,2800.0,58.0,0.96209749390318,160284.0,14.0
93,2704.0,20.0,0.959873504330357,160285.0,14.0
94,2705.0,20.0,0.9718317842656884,160286.0,14.0
95,2712.0,19.0,0.9784539195554708,160287.0,14.0
96,2655.0,45.0,0.9827824178610299,160288.0,14.0
97,2533.0,55.0,0.9730940810618878,160289.0,14.0
98,2593.0,38.0,0.9616808007787744,160290.0,14.0
99,2853.0,3.0,0.9788133605746597,160291.0,14.0
100,2722.0,50.0,0.9845094592181871,160292.0,14.0
101,2668.0,6.0,0.9583106868167018,160293.0,14.0
102,2576.0,42.0,0.969263828397794,160294.0,14.0
103,2801.0,58.0,0.9508155966747956,160295.0,14.0
104,2678.0,40.0,0.9897639798381614,160296.0,14.0
105,2734.0,27.0,0.9790600008656509,160297.0,14.0
106,2736.0,13.0,0.9686650077512504,160298.0,14.0
107,2669.0,6.0,0.9795088920328446,160299.0,14.0
108,2771.0,53.0,0.9527437008051969,160300.0,14.0
