,median_mz(Da),IQR_mz(ppm),Q1_RT(s),median_RT(s),Q3_RT(s),N_samples,N_ms2-spectra,Q1_silhouette,median_silhouette,Q3_silhouette,Q1_intramodule_cosine,median_intramodule_cosine,Q3_intramodule_cosine,min_mz,max_mz,min_RT(s),max_RT(s),min_silhouette,max_silhouette,min_intramodule_cosine,max_intramodule_cosine,feat_id,11011,11012,11013,11111,11121,11131,11211,11212,11213,11221,11222,11223,11231,11232,11233,11311,11312,11313,12011,12012,12013,12111,12112,12113,12211,12212,12213,12221,12222,12223,12231,12232,12233,12311,12312,12313,13011,13012,13013,13111,13112,13113,13211,13212,13213,13221,13222,13223,13231,13232,13233,13311,13312,13313,21111_noSPE,21121_noSPE,21131_noSPE,21211_noSPE,21221_noSPE,21231_noSPE
2608,675.675260050548,0.5532780731051361,336.16167821979,337.08224418258,337.64731767273,7.0,7.0,0.7881684005260468,0.8221612572669983,0.8441886007785797,0.7198529243469238,0.8505622744560242,0.8782732486724854,675.6750341453785,675.6757713475547,335.745236612298,337.964753247276,0.7486824035644531,0.8503799557685852,0.7159526944160461,0.9364034533500672,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,673.339524908068,1.1034249698892424,163.37322213744,163.63015010454,164.79766919706,4.0,5.0,0.873248815536499,0.9243878126144408,0.925007939338684,0.7854518294334412,0.9143401980400084,0.9996035695075988,673.3388669543588,673.339992506319,163.267340446464,171.061582733172,0.8149732828140259,0.9255194187164306,0.7807637453079224,0.9997462630271912,3077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,673.302605008563,0.1042668795436901,224.07314660646,224.21135809518,224.50353469944,3.0,3.0,0.9995554089546204,0.9995778799057008,0.9996159076690674,0.9994948506355286,0.9996089339256288,0.9996763467788696,673.3025387649801,673.3026651306708,223.962577415484,224.737275982848,0.9995419263839722,0.9996387243270874,0.999456822872162,0.99969881772995,3076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,671.323964174418,0.6077505784163116,238.2046661625,240.47827913856,245.17232599353,31.0,59.0,0.92274010181427,0.9353476762771606,0.9427161812782288,0.9305580854415894,0.9758703112602234,0.9948410987854004,671.3234107464393,671.32445758411,236.717293334976,253.08251838777,0.9182791471481324,0.9468486309051514,0.8739583492279053,0.9982142448425292,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2604,669.402350650894,0.4528563720179729,215.18542220688,215.74762013052,215.88553109262,7.0,7.0,0.9995344579219818,0.9996699690818788,0.9997091889381408,0.9994041919708252,0.999691128730774,0.999746322631836,669.4016609795375,669.4025989923077,214.665611721042,216.517565346714,0.9994254350662232,0.999739134311676,0.9992240071296692,0.9999766945838928,3074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,667.386929727277,0.4473474608802036,222.513583446525,222.85642018416,223.23586567737,4.0,4.0,0.9994873404502868,0.9996157288551332,0.999639481306076,0.9990850687026978,0.999581813812256,0.9998806715011596,667.3866157666798,667.3870987041919,222.126797748585,223.71051238869,0.9992738366127014,0.9996646404266356,0.999029278755188,0.9999107122421264,3073.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,667.3502009150055,0.925572077716617,187.6349724183,187.82092108821,188.050108517175,8.0,8.0,0.9978302419185638,0.9984972476959229,0.9988204091787338,0.9971128702163696,0.9987667798995972,0.9993395805358888,667.3496891322956,667.3504596589745,187.306299901956,188.962397171019,0.9972981631755828,0.9989243268966674,0.996161699295044,0.999626398086548,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,667.175647100144,0.6575518299295309,54.59694209193,98.37063124278,136.61212351416,29.0,131.0,0.0,0.0,0.000553521735128,0.0,0.0,0.0,667.1749689911164,667.1761414313276,13.49304857349,173.8295595894,0.0,0.0274130683392286,0.0,0.0,3071.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2600,666.368384962866,0.5138152325833736,238.507742191305,238.83809521293,239.962799335455,6.0,8.0,0.9756533056497574,0.982878565788269,0.985601931810379,0.960720956325531,0.9932041168212892,0.9962074160575868,666.3680000229879,666.3687521647115,237.366985298148,242.799003780852,0.9619798779487608,0.9868215680122376,0.945805549621582,0.9973136186599731,3070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,665.298513422061,0.479603319956654,188.76959374047,189.534499074,190.665074730885,38.0,46.0,0.9938096702098846,0.9958039224147796,0.9964515417814256,0.9934061169624328,0.995941162109375,0.9979838132858276,665.298004218868,665.2989395361785,186.38616159057,193.68810417747,0.99188631772995,0.9967635869979858,0.9893282651901244,0.9988086223602296,3069.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,663.357543945313,0.851735374409308,239.7248251686,244.38805010412,247.61229612924,6.0,13.0,0.9915013909339904,0.9941144585609436,0.9949469566345216,0.991012692451477,0.9937411546707152,0.9962713718414308,663.356591796875,663.3580322265627,239.085792184812,251.083069063164,0.9899449229240418,0.9953506350517272,0.9880653023719788,0.9973585605621338,3068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2597,661.3413717625915,0.6182925154284624,231.578624928945,233.89316811657,236.58376970386504,3.0,6.0,0.994838297367096,0.9954253137111664,0.9960287809371948,0.9937601685523988,0.9959111213684082,0.9978638887405396,661.340848150336,661.3419881797707,230.91173269845,237.23051169015,0.9941867887973784,0.9961411952972412,0.9903002381324768,0.998440682888031,3067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,661.21337890625,1.7538483127725657,160.49729707338,161.97079923246,164.33173515894,17.0,25.0,0.9483118057250975,0.9598835110664368,0.967043161392212,0.9411177635192872,0.9592751264572144,0.9739949703216552,661.2116210937502,661.2149102092765,158.84483211138,166.360407949464,0.9341721773147584,0.9706508398056032,0.9251058101654052,0.9832221269607544,3066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,659.362558548388,0.6274771378509448,246.53476622202,251.21580913164,251.65509727098,5.0,9.0,0.9925327301025392,0.9936236143112184,0.9948484897613524,0.989674150943756,0.99394428730011,0.9956510066986084,659.3622754133924,659.3629516601566,245.929065538404,256.24212277032,0.990317726135254,0.9948713064193726,0.9874327182769777,0.9985374212265016,3065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,657.477393078364,0.8950647713878743,263.9569092045,264.9018612156,266.1948569068949,3.0,4.0,0.9794746488332748,0.981844037771225,0.983850508928299,0.9754807949066162,0.982891321182251,0.9885228276252748,657.4769073681588,657.4776564403485,263.217989946372,267.76908099749096,0.9782706320285796,0.984401273727417,0.9691081047058104,0.9904826283454896,3064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,657.3657173712149,1.0694775380551786,162.37580683326,162.80151202773,163.74932363127002,37.0,40.0,0.9953632381190404,0.9965622471293636,0.9968848685601506,0.9989537596702576,0.9997175931930542,0.9998835325241088,657.3645070854955,657.3666210251956,161.920701659655,166.206427551264,0.9907017850732172,0.9970381953312236,0.9969371557235718,0.9999547600746156,3062.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,657.364981204015,0.679855199722908,163.50778248405,163.60545494652,163.69844153022,3.0,3.0,0.7784712337560369,0.8853960625330347,0.8964884715136825,0.969749629497528,0.977183997631073,0.9849950075149536,657.3646720653965,657.3654765087973,163.429644514074,163.77283079718,0.714316336489838,0.9031439169020712,0.9672715067863464,0.9875986576080322,3063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,657.308383828023,0.6158509285744486,234.690194214315,237.87463166808,242.103220606815,21.0,42.0,0.9932390643658476,0.9944163567416588,0.9954487399064964,0.9958657026290894,0.9973207712173462,0.9983510375022888,657.307919119362,657.3089901625073,233.263589931468,249.131616056931,0.9920472638545546,0.9960005284276044,0.9938600659370422,0.9990881085395812,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,657.308060460346,0.0303510532607649,235.60283007717,236.29521300888,236.58293857671,3.0,3.0,0.9741708367164306,0.9818139318002496,0.9820374071768851,0.9804033041000366,0.980557918548584,0.9943881630897522,657.3080273924514,657.3080633024371,235.048923731802,236.813119030974,0.9695849796661392,0.9821714924028668,0.9803518056869508,0.99899822473526,3061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,652.410583496094,0.3245348119745709,162.77254226304,162.91641428568,163.49025514224,5.0,5.0,0.9799931049346924,0.9804906845092772,0.9838200807571412,0.9723954796791076,0.9823266267776488,0.986513078212738,652.4098925825891,652.4109285860848,162.430153347024,163.531821609504,0.9745874166488648,0.9850541114807128,0.968558430671692,0.989187240600586,3059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,652.3527339292145,0.3451505410324869,235.01856013632,235.24296977616,236.05979445075,6.0,6.0,0.997309535741806,0.99765083193779,0.9977193027734756,0.9970809817314148,0.997585654258728,0.9980157017707824,652.3523893930515,652.3531828142955,234.960845018385,237.35640862083,0.9969684183597564,0.997812032699585,0.9961459040641784,0.9982296228408812,3058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,652.227737875112,0.4118935536154401,26.376109982505,28.91485014057,31.25118633606,3.0,6.0,0.9961599558591844,0.9971880316734314,0.9972793459892272,0.9910831451416016,0.9971089959144592,0.9991166591644288,652.2274412997267,652.2282867431645,25.92552563049,31.67274233199,0.993262767791748,0.9973833858966829,0.9904392957687378,0.9998026490211488,3057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,651.2828381682441,0.6286056513907795,171.36362620686,172.14886024095,175.52153035499998,19.0,30.0,0.9895561188459396,0.9932354986667632,0.9940264225006104,0.9892945885658264,0.9934608340263368,0.9967986941337584,651.2822528186787,651.2831473064771,169.840813673478,180.781058276658,0.9863449096679688,0.9943800449371338,0.9723480939865112,0.997818648815155,3056.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,648.355773925781,0.7060377811042494,244.06495764351,244.7477572212,245.21283414459,3.0,3.0,0.9965876340866088,0.9967715740203856,0.997244954109192,0.9959303736686708,0.9973505139350892,0.9979022741317748,648.3552795410156,648.3561035156251,243.518717981358,245.584895683302,0.9964772701263428,0.9975289821624757,0.9954569935798644,0.998086154460907,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,647.420376768717,0.4523827608486952,215.65932526686,215.6629882107,215.96688511467,3.0,3.0,0.9807264804840088,0.9808200597763062,0.9823126196861268,0.9791403412818908,0.9836180806159972,0.9838987588882446,647.4198805989915,647.420407786263,215.656394911788,216.210002637846,0.9806703329086304,0.983208155632019,0.9776477813720704,0.983992338180542,3054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,647.32614690663,0.5536663923707145,227.31900563334,230.52679422,232.159045125,3.0,7.0,0.9719677567481996,0.9745924472808838,0.9762552678585052,0.9630203247070312,0.9683730006217957,0.9963688850402832,647.3260207328777,647.3265667960079,226.726804615014,234.900682712544,0.9624610543251038,0.9780389547348024,0.9386601448059082,0.9985905289649964,3053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,645.347203162659,0.7971968446896432,242.82804229356,244.6280231724,252.58717420194,13.0,29.0,0.9889227747917176,0.991214156150818,0.9926052689552308,0.9884930849075316,0.9936718940734864,0.995908498764038,645.3465304257213,645.3475338296158,240.582910133352,258.337931991588,0.984677767753601,0.9932940125465392,0.961642563343048,0.9979020953178406,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,645.310363769531,0.4256218688429523,238.40315117931,238.5818982372,238.84555521105,3.0,3.0,0.9982699155807496,0.99830424785614,0.998582124710083,0.9979577660560608,0.9987913966178894,0.9988943338394164,645.3102539062502,645.3107482910156,238.260153532998,239.05648079013,0.9982493162155152,0.9987488508224488,0.997679889202118,0.9989286065101624,3051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,643.350370897561,0.5127786193572695,153.9782192955,154.43464210128,155.17587711906,23.0,25.0,0.9990286827087402,0.9991717338562012,0.9993091225624084,0.9989230036735536,0.9994613528251648,0.9997845888137816,643.3500078966946,643.3507528837488,153.524037242868,158.243218875864,0.9983342289924622,0.9993303537368774,0.9976617693901062,0.999921441078186,3050.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,641.3133268382464,0.6975640271961746,243.59979179001,248.4565681467,252.19100918865,4.0,10.0,0.9999116957187651,0.9999136924743652,0.9999200403690338,0.9998661279678344,0.9999324679374696,0.9999508857727052,641.3130317009528,641.3136712313998,243.057963407979,255.76508284902,0.9998449742794036,0.9999339938163756,0.9997602701187134,0.9999748468399048,3049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,641.206115722656,0.1147913287296131,300.99606862164,301.07752611732,301.62438967323,3.0,3.0,0.8892747759819031,0.8917343616485596,0.8924360275268555,0.8861134052276611,0.8882187604904175,0.8955972790718079,641.206115722656,641.2062482114796,300.930902625096,302.061880517958,0.8877990245819092,0.892857027053833,0.8854116201400757,0.8980568051338196,3048.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,641.184810134947,0.1985879382807306,79.60398008919,79.79462411502,80.55092563725,3.0,3.0,0.5914417505264282,0.5935603380203247,0.606189489364624,0.5766940116882324,0.6145815253257751,0.6209371089935303,641.184706509046,641.1849357058711,79.45146486852599,81.15596685503401,0.5901705980300903,0.6137669801712036,0.5640648603439331,0.623055636882782,3047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,640.549621582031,0.809927616115021,315.78192510699,316.09484913444,316.09602608775003,3.0,3.0,0.7732710242271423,0.8099722862243652,0.8260422945022583,0.7204998731613159,0.7687097787857056,0.8788135051727295,640.5495666503906,640.550500488281,315.53158588503004,316.096967650398,0.7512502670288086,0.8356842994689941,0.7044298648834229,0.9155147671699524,3046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
