,median_mz(Da),IQR_mz(ppm),Q1_RT(s),median_RT(s),Q3_RT(s),N_samples,N_ms2-spectra,Q1_silhouette,median_silhouette,Q3_silhouette,Q1_intramodule_cosine,median_intramodule_cosine,Q3_intramodule_cosine,min_mz,max_mz,min_RT(s),max_RT(s),min_silhouette,max_silhouette,min_intramodule_cosine,max_intramodule_cosine,feat_id,11011,11012,11013,11111,11121,11131,11211,11212,11213,11221,11222,11223,11231,11232,11233,11311,11312,11313,12011,12012,12013,12111,12112,12113,12211,12212,12213,12221,12222,12223,12231,12232,12233,12311,12312,12313,13011,13012,13013,13111,13112,13113,13211,13212,13213,13221,13222,13223,13231,13232,13233,13311,13312,13313,21111_noSPE,21121_noSPE,21131_noSPE,21211_noSPE,21221_noSPE,21231_noSPE
1214,333.154083251953,0.6100336771066771,207.89586069678,218.78665306662,219.67199030016,6.0,19.0,0.7451648796983257,0.766467210986891,0.8054635189203452,0.7265216112136841,0.8619488477706909,0.9401750564575196,333.153757948175,333.1543090780058,206.96300773716,224.536508608842,0.6064217492930819,0.8151719510319865,0.5177147388458252,0.9690353870391846,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,333.153991699219,0.3928172848774972,138.317159021835,138.77880706881,139.275258863925,4.0,4.0,0.5627571245198619,0.7410913543189959,0.7884802645871662,0.7708682417869568,0.8995504379272461,0.948884129524231,333.1538275075385,333.15412597656217,138.197384727951,139.478562153345,0.3239587385932864,0.7915770753580075,0.7019329071044922,0.9655864238739014,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,333.1539021056915,0.2777465246968207,133.233118737675,134.16518869494,134.495147789475,6.0,6.0,0.5294107134295252,0.5804554080674753,0.6165670582406523,0.7320883274078369,0.8428049683570862,0.8717525005340576,333.1536934628475,333.15397644043,132.607979680065,134.595136607655,0.5119985288055806,0.6298632330040124,0.6906372904777527,0.9004825949668884,1873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,333.153076171875,2.463398217613611,130.37253382301998,133.56406905744,136.32023384667,4.0,6.0,0.4110759712014722,0.5873294578180621,0.6753449296280056,0.7347243428230286,0.8059611320495605,0.8663043975830078,333.1518707275393,333.15347943448,129.43622174358,136.78666862346,0.2563710835383662,0.7006886369771153,0.6525949239730835,0.906471073627472,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,333.0943310702655,0.4982520026528521,179.306161964895,180.26214065649,181.901169384465,13.0,16.0,0.9442018568515778,0.9646792709827424,0.9686114341020584,0.9308812618255616,0.9629541635513306,0.9815335869789124,333.0941443096668,333.0947774042252,178.692565227525,184.46583595371,0.9226550161838531,0.970032811164856,0.9057849645614624,0.989918887615204,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,333.090423583984,0.5497170017894744,191.19485714532,194.04894306756,194.89523317908,3.0,5.0,0.9017223119735718,0.9045101404190063,0.9194284677505492,0.8785686492919922,0.9066952466964722,0.9450172185897828,333.0901855468748,333.0906127929686,188.368153120056,196.285729242312,0.8964673995971679,0.9258185625076294,0.8705938458442688,0.9498993754386902,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,332.9327458474685,0.7579532401110253,403.94068142269504,405.04077150915,405.974138344305,6.0,6.0,0.6020489186048508,0.6262505948543549,0.6550473868846893,0.5691854953765869,0.6136583089828491,0.6746921539306641,332.93263088974925,332.9330515327255,402.2828452239,406.62115874385,0.5636663734912872,0.6726949214935303,0.498214989900589,0.7415613532066345,1870.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1207,332.932678222656,0.4160784554992974,101.50004305935,109.20845916366,118.61424007512,5.0,15.0,0.6028107702732086,0.6292209625244141,0.6933944225311279,0.5530919432640076,0.631591260433197,0.7264336943626404,332.9325149613315,332.9329141853605,86.908414746276,126.800624633778,0.5454566001892089,0.7437846183776855,0.482486754655838,0.7626786231994629,1869.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1206,332.884765625,0.4125424626633987,403.0247130642,407.26580431554,412.7593571195701,10.0,27.0,0.6744716465473175,0.7341046929359436,0.7909656763076782,0.6076837778091431,0.7514100074768066,0.8433104157447815,332.8846008300781,332.884887695313,397.089214302054,435.362774539938,0.5598283529281616,0.8235382676124573,0.439863920211792,0.9011827707290648,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1205,332.884613037109,0.4354616909718636,109.483933235175,135.92333164311,167.66185828542,5.0,62.0,0.8655509948730469,0.8965546786785126,0.9191715270280838,0.8254826068878174,0.9081112742424012,0.9539319276809692,332.8843399047849,332.8848526000973,77.572974980826,200.099444569092,0.7816173136234283,0.923528838157654,0.7085314989089966,0.9773664474487304,1867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1204,332.292070288025,0.729009129917562,325.731463159065,325.93856563662,326.88367136811,10.0,10.0,0.2891368865966797,0.3377302438020706,0.3522958904504776,0.2538004517555237,0.3121162056922912,0.4035817980766296,332.2918663363284,332.29241402036223,325.10180289841503,327.069805932978,0.2579332321882248,0.4113193720579147,0.1920605450868606,0.5470481514930725,1866.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1203,332.219233656729,0.2755792704300132,224.90465905764,226.64180495832,237.3721061001,6.0,9.0,0.9834007024765016,0.9866605997085572,0.9871524572372437,0.9829867482185364,0.988166332244873,0.9922218918800354,332.2191284179692,332.219421386719,222.718604684832,238.37920858956,0.976160216331482,0.9882091522216796,0.955723524093628,0.9953771829605104,1865.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1202,331.24755859375,0.9787312045284624,276.02967217062,276.21745207404,276.55250504112,5.0,5.0,0.999069094657898,0.9991822242736816,0.9991939067840576,0.9989612698554992,0.9991748332977296,0.99939227104187,331.2472522499866,331.24765279660136,275.745700193388,276.904369855872,0.9990520000457764,0.9992928266525268,0.9988905191421508,0.9994835257530212,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,331.208813409391,0.6623110652619251,190.01031615828,192.22466113662,195.26724317172,52.0,101.0,0.9248360991477966,0.9325003623962402,0.9377478957176208,0.9172024726867676,0.9753159284591676,0.9948117733001708,331.20842325582,331.209086869463,187.10932734108,202.83245017626,0.8611212372779846,0.9409818053245544,0.6390892267227173,0.9979244470596312,1863.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1200,331.187456486415,0.5403199274535104,264.16464355089,264.56865813828,264.65344407654004,3.0,3.0,0.940670132637024,0.9525902271270752,0.9552109837532043,0.9261293411254884,0.9339916110038756,0.9697517156600952,331.1874217927452,331.1877438976737,263.841431880978,264.721272827148,0.9335180759429932,0.956783437728882,0.9235085844993592,0.9816717505455016,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,331.172596997969,0.5796810038094788,194.07083215809,195.77806212996,198.98754420375,37.0,63.0,0.6265868111074677,0.7238141016431,0.7945633445366342,0.6027307510375977,0.8557679653167725,0.9588176608085632,331.1724061650756,331.1731246526579,193.254120422382,202.369351507182,0.5757072495222011,0.8313401363515985,0.3557825684547424,0.9885360598564148,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,331.172514778826,0.4579445296934129,214.46898391341,214.98639168837,215.222108508105,6.0,6.0,0.9730486413488943,0.9746415757560573,0.9778244922130916,0.9696723222732544,0.9789258241653442,0.9906471371650696,331.17242203622703,331.1727096903613,214.02060690019505,215.562645877365,0.9695685131757196,0.9802108579366472,0.963455855846405,0.995752453804016,1861.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,331.151415767539,0.2721503147630521,205.86605688429,205.96435966587,206.119244957925,4.0,4.0,0.6431776508688927,0.7399981319904327,0.7684171795845032,0.4503662884235382,0.6830043196678162,0.8950202465057373,331.15133722879546,331.1515838623047,205.758010781754,206.36308908560105,0.516961732506752,0.7715105175971985,0.3721646070480346,0.9487406611442566,1859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,331.135884712533,0.3273611817460521,80.27689614393,81.44060924147999,82.47993412113,7.0,7.0,0.4628015458583832,0.4642848968505859,0.6688763797283173,0.3633888363838196,0.5484468340873718,0.5917890071868896,331.1358172380772,331.136022419862,78.370955968854,83.143948102968,0.4507377207279205,0.6939020156860352,0.3368942737579345,0.8766298890113831,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,331.123107910156,1.3824576450668382,162.6236050377,164.75288727378,165.58588411902,4.0,5.0,0.9145410060882568,0.9168761968612672,0.93356192111969,0.9000086784362793,0.9309003353118896,0.949800193309784,331.1229543685968,331.1236022949216,160.790827442148,166.130540872572,0.9140411853790285,0.9412023544311524,0.8794518113136292,0.9615607261657716,1857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,331.115157807016,0.3176669944052975,152.75572469328,153.25360920522,153.33750166986,3.0,3.0,0.5100802157287367,0.5240976651511485,0.5847183240399849,0.61330246925354,0.6992300748825073,0.7650059461593628,331.1149946174077,331.1151839492503,152.357417083728,153.40461564157198,0.5016697460752897,0.6210907193732867,0.5846599340438843,0.7869312167167664,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,331.115047659189,0.4366330525833724,147.44064715004998,148.03205826378,148.079054142,3.0,3.0,0.7510447368773425,0.7771742322159702,0.7787170191458439,0.8039404153823853,0.8081269860267639,0.866902768611908,331.1148180026223,331.1150782390155,146.967518259066,148.116650844576,0.735367039674166,0.7796426913037683,0.802544891834259,0.8864946961402893,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,331.1150305942135,0.3669678714746607,208.46671506264,208.87483015155,209.011574948805,8.0,8.0,0.6511341401318775,0.7058427502741407,0.7403754869661118,0.6348097324371338,0.7067480683326721,0.7984097003936768,331.1149252169862,331.1151908404082,208.461178780572,209.08955496647096,0.6171563186137075,0.7860793216587503,0.516778826713562,0.8477067947387695,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,331.106656777427,0.4007086124264951,98.42561032866,98.57095315554,98.82268717386,9.0,9.0,0.6973857218965913,0.7541737911618653,0.801067750845364,0.7026663422584534,0.8334791660308838,0.9274406433105468,331.10645895908704,331.1067354371186,97.422619749072,100.281723237984,0.5963405056504537,0.8060462260029847,0.5274063348770142,0.9496755003929138,1853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,331.08332045950453,1.3134925921042624,171.425985957165,173.59096005057,174.574157501205,10.0,12.0,0.7750012874603271,0.8010413646697998,0.8319644033908844,0.7124343514442444,0.8250021934509277,0.8760820031166077,331.0826370239258,331.083435058594,170.653539134013,176.061433590426,0.743570876121521,0.8429052233695984,0.5983452796936035,0.95045006275177,1852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,331.069591223831,0.4204349135862911,106.30932262038,106.49079015348,106.5782495985,3.0,3.0,0.982861340045929,0.9851971864700316,0.9864240288734436,0.9792987108230592,0.9829792976379396,0.9899867177009584,331.0694340578192,331.0696846056062,106.1641485939,106.648217154516,0.9814598321914672,0.9871601343154908,0.9780718684196472,0.9923225045204164,1851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,331.058399419445,0.3468395083244421,208.03331270313,213.47999813652,216.81668415165,3.0,7.0,0.9643349647521972,0.969608724117279,0.9701379537582396,0.9640321731567384,0.969283640384674,0.9741505980491638,331.0582650970341,331.0585144042972,207.6734364996,218.313741589524,0.9519255518913268,0.9719640851020812,0.922600269317627,0.9926804900169371,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,330.263519287109,0.4498736216000419,240.22632613275,242.97886326408,244.90104868509,9.0,15.0,0.5695511400699615,0.6277543902397156,0.6503794491291046,0.4493787884712219,0.6192142963409424,0.7189623117446899,330.2634706139537,330.2636944282191,228.83063747979,246.987670255668,0.4095233380794525,0.6760958671569824,0.2455414235591888,0.7831650376319885,1849.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1186,330.1389576084725,0.3483060733446121,182.152835274705,182.29756310082,185.3228779683,3.0,4.0,0.4993949979543686,0.641165554523468,0.6445720940828323,0.0821511968970298,0.4978376626968384,0.9250786900520324,330.13890922500616,330.1391703462558,182.03133592698904,192.357786215292,0.2458535850048065,0.6490582764148712,0.0667031183838844,0.9465335607528688,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,330.136688232422,0.1386588300900957,96.81858315564,97.69413116076,98.19824471571,3.0,3.0,0.5202147960662842,0.5317156314849854,0.5399312973022461,0.5004982948303223,0.5251451730728149,0.559647798538208,330.1366058349614,330.136688232422,96.118144751544,98.60153555967,0.5133142948150635,0.5448606967926025,0.4922826886177063,0.5711486339569092,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,330.059407979698,0.465210768878884,75.51450362301,76.42318513488,77.50131967164,3.0,3.0,0.9216500520706176,0.9395250082015992,0.9404585361480712,0.9028416275978088,0.9056421518325806,0.9592669010162354,330.0591952968154,330.0594716817592,74.787558413514,78.36382730104799,0.9109250783920289,0.9410186529159544,0.9019080996513368,0.9771418571472168,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,329.243012963614,0.1212408720622313,200.86241200068,201.31286408994,201.9043331394,4.0,5.0,0.9885690212249756,0.9907195568084716,0.9916927814483644,0.9759036302566528,0.9923496842384338,0.9982985854148864,329.2428192279942,329.243095485129,200.34850800132,205.414451433192,0.9806961297988892,0.9917635917663574,0.975540280342102,0.9991638660430908,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,329.229538246378,0.2799376612647831,260.35678961373003,260.77164604758,260.85863509272,3.0,3.0,0.99995756149292,0.9999613761901855,0.9999629259109496,0.9999520778656006,0.9999567866325378,0.9999682307243348,329.2295021970904,329.229668091835,260.02490446665,260.928226328832,0.9999552726745604,0.9999638557434082,0.9999505281448364,0.9999720454216005,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
